phylum	sub_phylum	class	order	family	genus	species	subspecies	Common Name	c_value	raw_C_value	Chrom num	Method	Cell type	Std sp	References	References
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	castaneum		Flour beetle	0.21	0.21		FCM	BR	DM	Gregory, T.R., P. Nathwani, T.R. Bonnett, and D.P.W. Huber (2013). Sizing up arthropod genomes: an evaluation of the impact of environmental variation on genome size estimates by flow cytometry and the use of qPCR as a method of estimation. Genome 56: 505	
Arthropoda	Hexapoda	Insecta	Diptera	Chironomidae	Chironomus	tentans		Midge	0.21	0.21		NS	NS	NS	Petitpierre, E. (1996). Molecular cytogenetics and taxonomy of insects, with particular reference to the Coleoptera. International Journal of Insect Morphology & Embryology 25: 115-133.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	bicornuta		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	diamphidiopoda		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	MS	Craddock, E.M., J.G. Gall, and M. Jonas (2016). Hawaiian Drosophila genomes: size variation and evolutionary expansions. Genetica 144: 107-124.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	heteroneura		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	MS	Craddock, E.M., J.G. Gall, and M. Jonas (2016). Hawaiian Drosophila genomes: size variation and evolutionary expansions. Genetica 144: 107-124.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	hydei		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	jambulina		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	kikkawai		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	melanogaster		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	OV	DM	Bosco, G., P. Campbell, J.T. Leiva-Neto, and T.A. Markow (2007). Analysis of Drosophila species genome size and satellite DNA content reveals significant differences among strains as well as between species. Genetics 177: 1277-1290.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	mimetica		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	narragansett		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	parabipectinata		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	pseudotakahashii		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	punjabiensis		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	serrata		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	sucinea		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	willistoni		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	OV	DM	Bosco, G., P. Campbell, J.T. Leiva-Neto, and T.A. Markow (2007). Analysis of Drosophila species genome size and satellite DNA content reveals significant differences among strains as well as between species. Genetics 177: 1277-1290.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Scaptodrosophila	latifasciaeformis		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Scaptomyza	stonei		Fruit fly / Pomace fly / Vinegar fly	0.21	0.21		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Sepsis	cynipsea		Black scavenger fly	0.21	0.21		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Cephidae	Cephus	cinctus		Wheat stem sawfly	0.21	0.21		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Pheidole	floridana		Big-headed ant	0.21	0.21		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Scarabaeidae	Platytomus	longulus		Scarab beetle	0.22	0.22		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Akis	acuminata		Darkling beetle	0.22	0.22	16.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Diptera	Chironomidae	Chironomus	tentans		Midge	0.22	0.22		BCA	WB	NS	Sachs, R.I. and U. Clever (1972). Unique and repetitive DNA sequences in the genome of Chironomus tentans. Experimental Cell Research 74: 587-591.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	affinis		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		NS	NS	NS	Dawley, R. (1997). Unpublished.  As cited in R.J. Powell, Progress and Prospects in Evolutionary Biology: The Drosophila Model.  Oxford University Press, Oxford, UK..	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	algonquin		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	ananassae		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	OV	DM	Bosco, G., P. Campbell, J.T. Leiva-Neto, and T.A. Markow (2007). Analysis of Drosophila species genome size and satellite DNA content reveals significant differences among strains as well as between species. Genetics 177: 1277-1290.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	bunnanda		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	capricorni		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	emarginata		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	ercepeae		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	lutescens		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	mojavensis		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		BCA	WB	NS	Schulze, D.H. and C.S. Lee (1986). DNA sequence comparison among closely related Drosophila species in the mulleri complex. Genetics 113: 287-303.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	neocordata		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	orosa		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	persimilis		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		NS	NS	NS	Dawley, R. (1997). Unpublished.  As cited in R.J. Powell, Progress and Prospects in Evolutionary Biology: The Drosophila Model.  Oxford University Press, Oxford, UK..	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	seguyi		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	tsacasi		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Scaptodrosophila	lebanonensis		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Scaptomyza	pattersoni		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Zaprionus	indianus		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	TN	Nardon, C., G. Deceliere, C. Loevenbruck, M. Weiss, C. Vieira, C. Biémont (2005). Is genome size influenced by colonization of new environments in dipteran species?. Molecular Ecology 14: 869-878.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Zaprionus	sepsoides		Fruit fly / Pomace fly / Vinegar fly	0.22	0.22		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Paratoxopoda	similis		Black scavenger fly	0.22	0.22		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Sepsis	dissimilis		Black scavenger fly	0.22	0.22		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Sepsis	neocynipsea		Black scavenger fly	0.22	0.22		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Cerapachys	edentata		Ant	0.22	0.22		FCM	BR	DM	Tsutsui, N.D., A.V. Suarez, J.C. Spagna, and J.S. Johnston (2008). The evolution of genome size in ants. BMC Evolutionary Biology 8: 64.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Forelius	pruinosus		Ant	0.22	0.22		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Eumenes	fraternus		Potter wasp	0.22	0.22		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Vespula	maculifrons		Eastern yellow jacket	0.22	0.22		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Vespula	vulgaris		Common wasp	0.22	0.22		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Pimelia	sparsa	sparsa	Darkling beetle	0.23	0.23		FD	S	TC	Palmer, M., E. Petitpierre, and J. Pons (2003).  Test of the correlation between body size and DNA content in Pimelia (Coleoptera: Tenebrionidae) from the Canary Islands.  European Journal of Entomology 100: 123-129.	
Arthropoda	Hexapoda	Collembola	Entomobryomorpha	Entomobryidae	Orchesella	cincta		Springtail	0.23	0.23	12.00	FCM	S	OM	T. Janssens. Unpublished Data	
Arthropoda	Hexapoda	Insecta	Coleoptera	Carabidae	Carabus	auronitens		Ground beetle	0.23	0.23		FD	S	MD	Bier, K. and W. Müller (1969). DNA-Messungen bei Insekten und eine Hypothese über retardierte Evolution und besonderen DNA-Reichtum in Tierreich. Biologisches Zentralblatt 88: 425-449.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Morica	planata		Darkling beetle	0.23	0.23	16.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Zophosis	bicarinata		Darkling beetle	0.23	0.23	20.00	FD	S	TC	Juan, C. and E. Petitpierre (1991). Evolution of genome size in darkling beetles (Tenebrionidae, Coleoptera). Genome 34: 169-173.	
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Anopheles	labranchiae		Mosquito	0.23	0.23	6.00	FD	TS	MD	Jost, E. and M. Mameli (1972). DNA content in nine species of Nematocera with special reference to the sibling species of the Anopheles maculipennis group and the Culex pipiens group. Chromosoma 37: 201-208.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	algonquin		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		NS	NS	NS	Dawley, R. (1997). Unpublished.  As cited in R.J. Powell, Progress and Prospects in Evolutionary Biology: The Drosophila Model.  Oxford University Press, Oxford, UK..	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	biauraria		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	diplacantha		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	eugracilis		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	funebris		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		BCA	WB	NS	Laird, C.D. and B.J. McCarthy (1969). Molecular characterization of the Drosophila genome. Genetics 63: 865-882.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	melanocephala		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	MS	Craddock, E.M., J.G. Gall, and M. Jonas (2016). Hawaiian Drosophila genomes: size variation and evolutionary expansions. Genetica 144: 107-124.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	miranda		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		NS	NS	NS	Dawley, R. (1997). Unpublished.  As cited in R.J. Powell, Progress and Prospects in Evolutionary Biology: The Drosophila Model.  Oxford University Press, Oxford, UK..	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	nigrens		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	paralutea		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	prostipennis		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	pseudoananassae		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	tanythrix		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	MS	Craddock, E.M., J.G. Gall, and M. Jonas (2016). Hawaiian Drosophila genomes: size variation and evolutionary expansions. Genetica 144: 107-124.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	vulcana		Fruit fly / Pomace fly / Vinegar fly	0.23	0.23		FCM	BR	DM	Hjelmen, C.E. and J.S. Johnston (2017). The mode and tempo of genome size evolution in the subgenus Sophophora. PLOS One 12: e0173505.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Eulophidae	Diglyphus	isaea		Wasp	0.23	0.23		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Camponotus	floridanus		Florida carpenter ant	0.23	0.23		FIA	HE	TM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Dolichoderus	taschenbergi		Ant	0.23	0.23		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Formicidae	Lasius	minutus		Ant	0.23	0.23		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Symmorphus	canadensis		Potter wasp	0.23	0.23		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Vespula	germanica		German yellow jacket	0.23	0.23		FCM	BR	DM	Ardila-Garcia, A.M., G.J. Umphrey, and T.R. Gregory (2010). An expansion of the genome size dataset for the insect order Hymenoptera, with a first test of parasitism and eusociality as possible constraints. Insect Molecular Biology 19: 337–346.	
Arthropoda	Hexapoda	Insecta	Hymenoptera	Vespidae	Vespula	germanica		German yellowjacket	0.23	0.23		FCM	BR	DV	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Lepidoptera	Lycaenidae	Jalmenus	evagoras		Common imperial blue butterfly	0.23	0.23		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Diptera	Sepsidae	Dicranosepsis	sp_1		Black scavenger fly	0.24	0.24		FCM	BR	GD	Su, K.F.Y., J. Puniamoorthy, N. Ozsu, A. Srivathsan, and R. Meier (2016). Evolutionary analysis identifies multiple genome expansions and contractions in Sepsidae (Diptera) and suggests targets for future genomic research. Cladistics 32: 308-316.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Chrysomelidae	Crepidodera	plutus		Leaf beetle	0.24	0.24	26.00	FD	S	TC	Petitpierre, E., C. Segarra, and C. Juan (1993). Genome size and chromosomal evolution in leaf beetles (Coleoptera, Chrysomelidae). Hereditas 119: 1-6.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Coccinellidae	Tytthaspis	sedecimpunctata		Sixteen-spotted lady beetle	0.24	0.24		FIA	HE, S	DM, TM	Gregory, T.R., O. Nedved, and S.J. Adamowicz (2003). C-value estimates for 31 species of ladybird beetles (Coleoptera: Coccinellidae). Hereditas 139: 121-127.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Curculionidae	Xyleborus	sp.		Ambrosia beetle	0.24	0.24		FCM	BR	DM	Hanrahan, S.J. and J.S. Johnston (2011). New genome size estimates of 134 species of arthropods. Chromosome Research 19: 809â€“823.	
Arthropoda	Hexapoda	Insecta	Coleoptera	Tenebrionidae	Tribolium	freemani		Flour beetle	0.24	0.24	20.00	FD	S	TC	Alvarez-Fuster, A., C. Juan, and E. Petitpierre (1991). Genome size in Tribolium flour-beetles: inter- and intraspecific variation. Genetical Research 58: 1-5.	
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Anopheles	atroparvus		Mosquito	0.24	0.24	6.00	FD	TS	MD	Jost, E. and M. Mameli (1972). DNA content in nine species of Nematocera with special reference to the sibling species of the Anopheles maculipennis group and the Culex pipiens group. Chromosoma 37: 201-208.	
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Anopheles	quadrimaculatus		Mosquito	0.24	0.24		BCA	WB	NS	Black, W.C. and K.S. Rai (1988). Genome evolution in mosquitoes: intraspecific and interspecific variation in repetitive DNA amounts and organization. Genetical Research 51: 185-196.	
Arthropoda	Hexapoda	Insecta	Diptera	Culicidae	Anopheles	stephensi		Mosquito	0.24	0.24	6.00	FD	TS	MD	Jost, E. and M. Mameli (1972). DNA content in nine species of Nematocera with special reference to the sibling species of the Anopheles maculipennis group and the Culex pipiens group. Chromosoma 37: 201-208.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	grimshawi		Fruit fly / Pomace fly / Vinegar fly	0.24	0.24		FCM	OV	DM	Bosco, G., P. Campbell, J.T. Leiva-Neto, and T.A. Markow (2007). Analysis of Drosophila species genome size and satellite DNA content reveals significant differences among strains as well as between species. Genetics 177: 1277-1290.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	hydei		Fruit fly / Pomace fly / Vinegar fly	0.24	0.24		BCA	WB	NS	Dickson, E., J.B. Boyd, and C.D. Laird (1971). Sequence diversity of polytene chromosome DNA from Drosophila hydei. Journal of Molecular Biology 61: 615-627.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	littoralis		Fruit fly / Pomace fly / Vinegar fly	0.24	0.24		FCM	OV	DM	Bosco, G., P. Campbell, J.T. Leiva-Neto, and T.A. Markow (2007). Analysis of Drosophila species genome size and satellite DNA content reveals significant differences among strains as well as between species. Genetics 177: 1277-1290.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	nannoptera		Fruit fly / Pomace fly / Vinegar fly	0.24	0.24		FCM	OV	DM	Bosco, G., P. Campbell, J.T. Leiva-Neto, and T.A. Markow (2007). Analysis of Drosophila species genome size and satellite DNA content reveals significant differences among strains as well as between species. Genetics 177: 1277-1290.	
Arthropoda	Hexapoda	Insecta	Diptera	Drosophilidae	Drosophila	paulistorum		Fruit fly / Pomace fly / Vinegar fly	0.24	0.24		FCM	BR	DM, TF	Gregory, T.R. and J.S. Johnston (2008). Genome size diversity in the family Drosophilidae. Heredity 101: 228-238.	
